FlightDate,Airline,Origin,Dest,CRSDepTime,Distance,Year,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DCD
2020-06-19,American Airlines Inc.,DFW,CLT,1135,936.0,2020,6,19,5,AA,AA,19805,AA,888,AA,19805,AA,N755US,888,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2021-08-15,Horizon Air,ICT,SEA,1507,1430.0,2021,8,15,7,AS,AS_CODESHARE,19930,AS,2557,QX,19687,QX,N646QX,2557,12278,1227805,30928,"Wichita, KS",KS,20,Kansas,62,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2020-10-13,Southwest Airlines Co.,MDW,SLC,1000,1259.0,2020,10,13,2,WN,WN,19393,WN,6558,WN,19393,WN,N7822A,6558,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,False
2021-05-07,United Air Lines Inc.,PHX,DEN,1158,602.0,2021,5,7,5,UA,UA,19977,UA,567,UA,19977,UA,N12221,567,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2019-07-17,American Airlines Inc.,DFW,LGA,1627,1389.0,2019,7,17,3,AA,AA,19805,AA,1011,AA,19805,AA,N150NN,1011,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12953,1295304,31703,"New York, NY",NY,36,New York,22,True
2020-11-05,Southwest Airlines Co.,BNA,LAX,730,1797.0,2020,11,5,4,WN,WN,19393,WN,204,WN,19393,WN,N8605E,204,10693,1069302,30693,"Nashville, TN",TN,47,Tennessee,54,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2020-01-11,Mesa Airlines Inc.,HOU,DFW,500,247.0,2020,1,11,6,AA,AA_CODESHARE,19805,AA,5786,YV,20378,YV,N945LR,5786,12191,1219102,31453,"Houston, TX",TX,48,Texas,74,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2020-05-01,Southwest Airlines Co.,DEN,SJC,2105,948.0,2020,5,1,5,WN,WN,19393,WN,1624,WN,19393,WN,,1624,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14831,1483106,32457,"San Jose, CA",CA,6,California,91,True
2019-03-08,Delta Air Lines Inc.,ATL,LIT,1050,453.0,2019,3,8,5,DL,DL,19790,DL,915,DL,19790,DL,N992DL,915,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,12992,1299206,32600,"Little Rock, AR",AR,5,Arkansas,71,False
2019-04-26,Southwest Airlines Co.,ATL,MSP,845,907.0,2019,4,26,5,WN,WN,19393,WN,1031,WN,19393,WN,N716SW,1031,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,False
2021-03-10,Envoy Air,ORD,LSE,900,215.0,2021,3,10,3,AA,AA_CODESHARE,19805,AA,4390,MQ,20398,MQ,N935AE,4390,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,13076,1307605,33076,"La Crosse, WI",WI,55,Wisconsin,45,False
2021-06-05,Mesa Airlines Inc.,IAD,PBI,1045,859.0,2021,6,5,6,UA,UA_CODESHARE,19977,UA,6364,YV,20378,YV,N89362,6364,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,14027,1402702,34027,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,False
2021-06-09,Southwest Airlines Co.,MDW,PIT,845,402.0,2021,6,9,3,WN,WN,19393,WN,4643,WN,19393,WN,N550WN,4643,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,False
2019-10-01,Capital Cargo International,PHL,CAE,1815,523.0,2019,10,1,2,AA,AA_CODESHARE,19805,AA,4885,PT,20427,PT,N641AE,4885,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10868,1086803,30868,"Columbia, SC",SC,45,South Carolina,37,False
2020-05-01,American Airlines Inc.,PHX,GEG,2008,1020.0,2020,5,1,5,AA,AA,19805,AA,699,AA,19805,AA,N839AW,699,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,11884,1188402,31884,"Spokane, WA",WA,53,Washington,93,False
2021-03-08,SkyWest Airlines Inc.,SAN,SFO,2040,447.0,2021,3,8,1,AS,AS_CODESHARE,19930,AS,3391,OO,20304,OO,N195SY,3391,14679,1467903,33570,"San Diego, CA",CA,6,California,91,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,False
2020-03-21,SkyWest Airlines Inc.,MSP,BRD,2040,114.0,2020,3,21,6,DL,DL_CODESHARE,19790,DL,4265,OO,20304,OO,N448SW,4265,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,10739,1073907,30739,"Brainerd, MN",MN,27,Minnesota,63,False
2019-09-21,Mesa Airlines Inc.,BFL,PHX,1637,425.0,2019,9,21,6,AA,AA_CODESHARE,19805,AA,5956,YV,20378,YV,N928LR,5956,10561,1056103,30561,"Bakersfield, CA",CA,6,California,91,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,False
2019-09-23,Southwest Airlines Co.,MDW,CLT,1405,584.0,2019,9,23,1,WN,WN,19393,WN,6570,WN,19393,WN,N7840A,6570,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2021-10-02,Comair Inc.,CLT,GSP,1840,75.0,2021,10,2,6,AA,AA_CODESHARE,19805,AA,5626,OH,20397,OH,N604NN,5626,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,11996,1199603,31871,"Greer, SC",SC,45,South Carolina,37,False
2021-11-22,SkyWest Airlines Inc.,DFW,HRL,1717,461.0,2021,11,22,1,AA,AA_CODESHARE,19805,AA,3269,OO,20304,OO,N708SK,3269,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,12206,1220605,32206,"Harlingen/San Benito, TX",TX,48,Texas,74,False
2021-02-15,SkyWest Airlines Inc.,DEN,XNA,1001,616.0,2021,2,15,1,UA,UA_CODESHARE,19977,UA,5496,OO,20304,OO,N905EV,5496,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,15919,1591904,31834,"Fayetteville, AR",AR,5,Arkansas,71,True
2021-06-07,Republic Airlines,EWR,HHH,959,687.0,2021,6,7,1,UA,UA_CODESHARE,19977,UA,3574,YX,20452,YX,N649RW,3574,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,12124,1212402,32124,"Hilton Head, SC",SC,45,South Carolina,37,False
2019-01-31,Delta Air Lines Inc.,FLL,ATL,1920,581.0,2019,1,31,4,DL,DL,19790,DL,1126,DL,19790,DL,N550NW,1126,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2019-02-11,Southwest Airlines Co.,CLT,MDW,600,584.0,2019,2,11,1,WN,WN,19393,WN,37,WN,19393,WN,N906WN,37,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2021-12-20,SkyWest Airlines Inc.,RNO,LAX,720,391.0,2021,12,20,1,UA,UA_CODESHARE,19977,UA,5355,OO,20304,OO,N145SY,5355,14570,1457002,34570,"Reno, NV",NV,32,Nevada,85,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2019-01-24,Horizon Air,SEA,PDX,1450,129.0,2019,1,24,4,AS,AS_CODESHARE,19930,AS,2263,QX,19687,QX,N630QX,2263,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,14057,1405702,34057,"Portland, OR",OR,41,Oregon,92,False
2021-03-30,JetBlue Airways,FLL,EWR,1600,1065.0,2021,3,30,2,B6,B6,20409,B6,1706,B6,20409,B6,N994JL,1706,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,False
2019-06-24,Spirit Air Lines,MCO,ORD,1755,1005.0,2019,6,24,1,NK,NK,20416,NK,912,NK,20416,NK,N667NK,912,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,True
2020-11-24,Envoy Air,DFW,BTR,1544,383.0,2020,11,24,2,AA,AA_CODESHARE,19805,AA,3592,MQ,20398,MQ,N822AE,3592,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,10781,1078105,30781,"Baton Rouge, LA",LA,22,Louisiana,72,True
2021-03-27,Southwest Airlines Co.,OMA,MDW,1010,423.0,2021,3,27,6,WN,WN,19393,WN,3238,WN,19393,WN,N562WN,3238,13871,1387102,33316,"Omaha, NE",NE,31,Nebraska,65,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-04-07,Mesa Airlines Inc.,IAH,CLT,1000,912.0,2019,4,7,7,UA,UA_CODESHARE,19977,UA,6340,YV,20378,YV,N93305,6340,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,True
2021-07-07,Delta Air Lines Inc.,SJU,ATL,1450,1547.0,2021,7,7,3,DL,DL,19790,DL,634,DL,19790,DL,N839MH,634,14843,1484306,34819,"San Juan, PR",PR,72,Puerto Rico,3,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2019-04-29,SkyWest Airlines Inc.,DEN,PRC,1325,557.0,2019,4,29,1,UA,UA_CODESHARE,19977,UA,5159,OO,20304,OO,N423SW,5159,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,14237,1423705,34237,"Prescott, AZ",AZ,4,Arizona,81,True
2019-01-14,"Commutair Aka Champlain Enterprises, Inc.",EWR,SDF,859,642.0,2019,1,14,1,UA,UA_CODESHARE,19977,UA,4973,C5,20445,C5,N14204,4973,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,14730,1473003,33044,"Louisville, KY",KY,21,Kentucky,52,False
2019-04-11,Republic Airlines,LGA,RIC,1001,292.0,2019,4,11,4,DL,DL_CODESHARE,19790,DL,6142,YX,20452,YX,N867RW,6142,12953,1295304,31703,"New York, NY",NY,36,New York,22,14524,1452401,34524,"Richmond, VA",VA,51,Virginia,38,False
2020-01-28,Alaska Airlines Inc.,OGG,LAX,1220,2486.0,2020,1,28,2,AS,AS,19930,AS,882,AS,19930,AS,N532AS,882,13830,1383002,33830,"Kahului, HI",HI,15,Hawaii,2,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2021-07-31,United Air Lines Inc.,CHS,DEN,1640,1449.0,2021,7,31,6,UA,UA,19977,UA,334,UA,19977,UA,N410UA,334,10994,1099402,30994,"Charleston, SC",SC,45,South Carolina,37,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2020-02-25,Compass Airlines,LAX,SJC,936,308.0,2020,2,25,2,DL,DL_CODESHARE,19790,DL,5717,CP,21167,CP,N608CZ,5717,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,14831,1483106,32457,"San Jose, CA",CA,6,California,91,False
2019-03-03,ExpressJet Airlines Inc.,IAH,XNA,935,438.0,2019,3,3,7,UA,UA_CODESHARE,19977,UA,4371,EV,20366,EV,N13553,4371,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,15919,1591904,31834,"Fayetteville, AR",AR,5,Arkansas,71,True
2020-11-09,Envoy Air,SBP,DFW,1130,1360.0,2020,11,9,1,AA,AA_CODESHARE,19805,AA,4078,MQ,20398,MQ,N231AN,4078,14698,1469802,34236,"San Luis Obispo, CA",CA,6,California,91,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2021-07-21,Delta Air Lines Inc.,CLT,ATL,1007,226.0,2021,7,21,3,DL,DL,19790,DL,1680,DL,19790,DL,N989AT,1680,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2019-09-08,United Air Lines Inc.,FLL,SFO,611,2584.0,2019,9,8,7,UA,UA,19977,UA,922,UA,19977,UA,N36444,922,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,False
2021-10-31,United Air Lines Inc.,OMA,ORD,750,416.0,2021,10,31,7,UA,UA,19977,UA,304,UA,19977,UA,N470UA,304,13871,1387102,33316,"Omaha, NE",NE,31,Nebraska,65,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2020-09-13,Southwest Airlines Co.,DEN,MSY,1820,1062.0,2020,9,13,7,WN,WN,19393,WN,2135,WN,19393,WN,N8534Z,2135,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,False
2021-11-02,American Airlines Inc.,TPA,MIA,816,204.0,2021,11,2,2,AA,AA,19805,AA,1744,AA,19805,AA,N737US,1744,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,False
2021-09-11,Southwest Airlines Co.,BOS,MDW,1540,861.0,2021,9,11,6,WN,WN,19393,WN,2499,WN,19393,WN,N279WN,2499,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-02-17,Delta Air Lines Inc.,BOS,JFK,800,187.0,2019,2,17,7,DL,DL,19790,DL,847,DL,19790,DL,N981AT,847,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,"New York, NY",NY,36,New York,22,False
2019-11-16,Southwest Airlines Co.,MCI,SAN,1540,1334.0,2019,11,16,6,WN,WN,19393,WN,4944,WN,19393,WN,N430WN,4944,13198,1319801,33198,"Kansas City, MO",MO,29,Missouri,64,14679,1467903,33570,"San Diego, CA",CA,6,California,91,False
2020-07-06,United Air Lines Inc.,ORD,DEN,1435,888.0,2020,7,6,1,UA,UA,19977,UA,407,UA,19977,UA,N57855,407,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2021-02-21,Southwest Airlines Co.,BWI,SAT,1630,1407.0,2021,2,21,7,WN,WN,19393,WN,2548,WN,19393,WN,N8647A,2548,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,False
2020-11-12,Southwest Airlines Co.,BWI,SAT,1915,1407.0,2020,11,12,4,WN,WN,19393,WN,350,WN,19393,WN,N8671D,350,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,True
2021-11-06,American Airlines Inc.,DFW,MCI,1249,460.0,2021,11,6,6,AA,AA,19805,AA,1614,AA,19805,AA,N102UW,1614,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,13198,1319801,33198,"Kansas City, MO",MO,29,Missouri,64,False
2020-10-13,Mesa Airlines Inc.,IAH,MFE,1455,316.0,2020,10,13,2,UA,UA_CODESHARE,19977,UA,6042,YV,20378,YV,N85352,6042,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,13256,1325602,33256,"Mission/McAllen/Edinburg, TX",TX,48,Texas,74,False
2019-07-22,Endeavor Air Inc.,JFK,SYR,2211,209.0,2019,7,22,1,DL,DL_CODESHARE,19790,DL,5367,9E,20363,9E,N138EV,5367,12478,1247805,31703,"New York, NY",NY,36,New York,22,15096,1509602,35096,"Syracuse, NY",NY,36,New York,22,True
2021-10-02,"GoJet Airlines, LLC d/b/a United Express",EWR,RIC,830,277.0,2021,10,2,6,UA,UA_CODESHARE,19977,UA,4600,G7,20500,G7,N537GJ,4600,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,14524,1452401,34524,"Richmond, VA",VA,51,Virginia,38,False
2021-07-02,Comair Inc.,RDU,PHL,1310,337.0,2021,7,2,5,AA,AA_CODESHARE,19805,AA,5422,OH,20397,OH,N575NN,5422,14492,1449202,34492,"Raleigh/Durham, NC",NC,37,North Carolina,36,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,False
2020-11-16,American Airlines Inc.,RSW,DFW,920,1017.0,2020,11,16,1,AA,AA,19805,AA,1469,AA,19805,AA,N5007E,1469,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,False
2021-09-08,Delta Air Lines Inc.,DEN,LAX,601,862.0,2021,9,8,3,DL,DL,19790,DL,1447,DL,19790,DL,N343DN,1447,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2021-10-26,American Airlines Inc.,ONT,ORD,2355,1700.0,2021,10,26,2,AA,AA,19805,AA,827,AA,19805,AA,N968AN,827,13891,1389101,32575,"Ontario, CA",CA,6,California,91,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,False
2020-01-31,Alaska Airlines Inc.,BOI,SEA,1525,399.0,2020,1,31,5,AS,AS,19930,AS,902,AS,19930,AS,N566AS,902,10713,1071302,30713,"Boise, ID",ID,16,Idaho,83,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,True
2019-07-14,United Air Lines Inc.,FAT,ORD,2315,1730.0,2019,7,14,7,UA,UA,19977,UA,1285,UA,19977,UA,N836UA,1285,11638,1163807,31638,"Fresno, CA",CA,6,California,91,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,True
2020-05-20,SkyWest Airlines Inc.,SAN,SFO,800,447.0,2020,5,20,3,UA,UA_CODESHARE,19977,UA,5240,OO,20304,OO,N136SY,5240,14679,1467903,33570,"San Diego, CA",CA,6,California,91,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,False
2020-04-22,Delta Air Lines Inc.,ATL,BWI,1755,577.0,2020,4,22,3,DL,DL,19790,DL,2566,DL,19790,DL,N870DN,2566,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,False
2019-11-15,SkyWest Airlines Inc.,GEG,SFO,1338,733.0,2019,11,15,5,UA,UA_CODESHARE,19977,UA,5606,OO,20304,OO,N910SW,5606,11884,1188402,31884,"Spokane, WA",WA,53,Washington,93,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,True
2020-06-03,Allegiant Air,CID,LAX,1450,1550.0,2020,6,3,3,G4,G4,20368,G4,334,G4,20368,G4,313NV,334,11003,1100303,31003,"Cedar Rapids/Iowa City, IA",IA,19,Iowa,61,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,False
2019-03-30,Southwest Airlines Co.,STL,PBI,1145,1023.0,2019,3,30,6,WN,WN,19393,WN,4831,WN,19393,WN,N295WN,4831,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,14027,1402702,34027,"West Palm Beach/Palm Beach, FL",FL,12,Florida,33,False
2019-10-14,Southwest Airlines Co.,CMH,ATL,1110,447.0,2019,10,14,1,WN,WN,19393,WN,910,WN,19393,WN,N7862A,910,11066,1106606,31066,"Columbus, OH",OH,39,Ohio,44,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2020-02-15,Delta Air Lines Inc.,FLL,DTW,1635,1127.0,2020,2,15,6,DL,DL,19790,DL,2918,DL,19790,DL,N892DN,2918,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,True
2020-03-21,Southwest Airlines Co.,SAN,OAK,1030,446.0,2020,3,21,6,WN,WN,19393,WN,3755,WN,19393,WN,N7725A,3755,14679,1467903,33570,"San Diego, CA",CA,6,California,91,13796,1379608,32457,"Oakland, CA",CA,6,California,91,False
2020-08-29,Spirit Air Lines,DFW,DTW,1540,986.0,2020,8,29,6,NK,NK,20416,NK,734,NK,20416,NK,N531NK,734,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,False
2021-10-11,American Airlines Inc.,ORD,ATL,2100,606.0,2021,10,11,1,AA,AA,19805,AA,2779,AA,19805,AA,N982NN,2779,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,True
2021-05-14,Endeavor Air Inc.,ORF,LGA,1204,296.0,2021,5,14,5,DL,DL_CODESHARE,19790,DL,5066,9E,20363,9E,N485PX,5066,13931,1393102,33667,"Norfolk, VA",VA,51,Virginia,38,12953,1295304,31703,"New York, NY",NY,36,New York,22,False
2021-01-10,Allegiant Air,OMA,SFB,1726,1195.0,2021,1,10,7,G4,G4,20368,G4,2147,G4,20368,G4,305NV,2147,13871,1387102,33316,"Omaha, NE",NE,31,Nebraska,65,14761,1476107,34761,"Sanford, FL",FL,12,Florida,33,False
2021-08-08,Southwest Airlines Co.,SMF,ONT,2140,390.0,2021,8,8,7,WN,WN,19393,WN,2877,WN,19393,WN,N948WN,2877,14893,1489302,33192,"Sacramento, CA",CA,6,California,91,13891,1389101,32575,"Ontario, CA",CA,6,California,91,True
2020-03-07,Frontier Airlines Inc.,LAS,CLT,1818,1916.0,2020,3,7,6,F9,F9,20436,F9,2146,F9,20436,F9,N713FR,2146,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2020-07-19,American Airlines Inc.,JAX,CLT,1354,328.0,2020,7,19,7,AA,AA,19805,AA,1754,AA,19805,AA,N902NN,1754,12451,1245102,31136,"Jacksonville, FL",FL,12,Florida,33,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2019-09-29,SkyWest Airlines Inc.,ROW,PHX,1200,433.0,2019,9,29,7,AA,AA_CODESHARE,19805,AA,2978,OO,20304,OO,N712SK,2978,14588,1458804,34588,"Roswell, NM",NM,35,New Mexico,86,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,False
2020-07-12,Southwest Airlines Co.,MCI,ATL,1350,692.0,2020,7,12,7,WN,WN,19393,WN,1510,WN,19393,WN,N409WN,1510,13198,1319801,33198,"Kansas City, MO",MO,29,Missouri,64,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,False
2020-02-12,Southwest Airlines Co.,BWI,PVD,2145,327.0,2020,2,12,3,WN,WN,19393,WN,5710,WN,19393,WN,N459WN,5710,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,14307,1430705,30721,"Providence, RI",RI,44,Rhode Island,15,True
2019-11-28,American Airlines Inc.,DFW,DCA,1240,1192.0,2019,11,28,4,AA,AA,19805,AA,1360,AA,19805,AA,N889NN,1360,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,11278,1127805,30852,"Washington, DC",VA,51,Virginia,38,False
2021-03-17,American Airlines Inc.,LAX,CLT,1133,2125.0,2021,3,17,3,AA,AA,19805,AA,414,AA,19805,AA,N195UW,414,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,False
2021-09-21,Southwest Airlines Co.,BWI,PWM,1555,452.0,2021,9,21,2,WN,WN,19393,WN,3854,WN,19393,WN,N7735A,3854,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,14321,1432105,34321,"Portland, ME",ME,23,Maine,12,False
2020-08-11,Envoy Air,ORD,ROC,1508,528.0,2020,8,11,2,AA,AA_CODESHARE,19805,AA,3947,MQ,20398,MQ,N292NN,3947,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,14576,1457606,34576,"Rochester, NY",NY,36,New York,22,False
2020-02-06,Endeavor Air Inc.,GSP,LGA,1303,610.0,2020,2,6,4,DL,DL_CODESHARE,19790,DL,4934,9E,20363,9E,N936XJ,4934,11996,1199603,31871,"Greer, SC",SC,45,South Carolina,37,12953,1295304,31703,"New York, NY",NY,36,New York,22,True
2020-08-22,SkyWest Airlines Inc.,COD,DEN,930,391.0,2020,8,22,6,UA,UA_CODESHARE,19977,UA,5509,OO,20304,OO,N856AS,5509,11097,1109702,31097,"Cody, WY",WY,56,Wyoming,88,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
2020-04-14,Southwest Airlines Co.,DEN,MDW,1400,895.0,2020,4,14,2,WN,WN,19393,WN,1353,WN,19393,WN,N454WN,1353,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2021-01-11,Delta Air Lines Inc.,MIA,LGA,1740,1096.0,2021,1,11,1,DL,DL,19790,DL,1265,DL,19790,DL,N335NW,1265,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,12953,1295304,31703,"New York, NY",NY,36,New York,22,False
2019-09-23,"GoJet Airlines, LLC d/b/a United Express",ORD,SYR,630,607.0,2019,9,23,1,UA,UA_CODESHARE,19977,UA,4582,G7,20500,G7,N171GJ,4582,13930,1393007,30977,"Chicago, IL",IL,17,Illinois,41,15096,1509602,35096,"Syracuse, NY",NY,36,New York,22,True
2019-08-03,Delta Air Lines Inc.,DTW,RSW,1240,1084.0,2019,8,3,6,DL,DL,19790,DL,2177,DL,19790,DL,N682DA,2177,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,False
2020-09-03,Alaska Airlines Inc.,ANC,SEA,55,1448.0,2020,9,3,4,AS,AS,19930,AS,82,AS,19930,AS,N442AS,82,10299,1029906,30299,"Anchorage, AK",AK,2,Alaska,1,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,False
2020-08-13,SkyWest Airlines Inc.,ABQ,SLC,1857,493.0,2020,8,13,4,DL,DL_CODESHARE,19790,DL,4050,OO,20304,OO,N302SY,4050,10140,1014005,30140,"Albuquerque, NM",NM,35,New Mexico,86,14869,1486903,34614,"Salt Lake City, UT",UT,49,Utah,87,False
2021-08-19,Southwest Airlines Co.,LAS,MDW,900,1521.0,2021,8,19,4,WN,WN,19393,WN,1695,WN,19393,WN,N427WN,1695,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,13232,1323202,30977,"Chicago, IL",IL,17,Illinois,41,False
2019-01-13,ExpressJet Airlines Inc.,IAD,TYS,1715,420.0,2019,1,13,7,UA,UA_CODESHARE,19977,UA,3970,EV,20366,EV,N860AS,3970,12264,1226402,30852,"Washington, DC",VA,51,Virginia,38,15412,1541205,35412,"Knoxville, TN",TN,47,Tennessee,54,True
2021-11-20,American Airlines Inc.,CLT,AUS,1058,1032.0,2021,11,20,6,AA,AA,19805,AA,885,AA,19805,AA,N917NN,885,11057,1105703,31057,"Charlotte, NC",NC,37,North Carolina,36,10423,1042302,30423,"Austin, TX",TX,48,Texas,74,True
2019-07-02,Southwest Airlines Co.,MSP,DEN,1110,680.0,2019,7,2,2,WN,WN,19393,WN,440,WN,19393,WN,N228WN,440,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,False
